actor_key,actor_name,month,n_articles,n_unique_articles,n_direct_conflict_relevance,n_physical_violence,n_fatalities_present,n_context_cbt,n_context_civ,n_context_pol,n_context_other,share_direct_conflict_relevance_raw,share_physical_violence_raw,share_fatalities_present_raw,share_context_cbt_raw,share_context_civ_raw,share_context_pol_raw,share_context_other_raw,log1p_n_articles,y_ucdp_actor_fatalities,n_ucdp_actor_events,log1p_y_ucdp_actor_fatalities,y_ucdp_actor_fatalities_next,log1p_y_ucdp_actor_fatalities_next,log1p_y_ucdp_actor_fatalities_lag1,log1p_y_ucdp_actor_fatalities_lag2,period_start,year,month_of_year,period_index,time_years,taliban_transition_month,taliban_post_takeover,hamas_post_oct2023,taliban_outcome_transition_aug2021,taliban_outcome_post_takeover,hamas_outcome_post_oct2023
303,Taliban,2020-12,295.0,295.0,257.0,203.0,190.0,181.0,23.0,78.0,13.0,0.8711864406779661,0.688135593220339,0.6440677966101694,0.6135593220338983,0.07796610169491526,0.26440677966101694,0.04406779661016949,5.69035945432406,2033.0,272.0,7.617759576608505,2676.0,7.892452043520352,7.532088143541722,7.890582534656536,2020-12-01,2020,12,11,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0
303,Taliban,2021-01,331.0,331.0,273.0,185.0,173.0,166.0,18.0,124.0,23.0,0.824773413897281,0.5589123867069486,0.5226586102719033,0.5015105740181269,0.054380664652567974,0.37462235649546827,0.06948640483383686,5.805134968916488,2676.0,350.0,7.892452043520352,2018.0,7.610357618312838,7.617759576608505,7.532088143541722,2021-01-01,2021,1,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0
303,Taliban,2021-02,291.0,291.0,239.0,151.0,142.0,143.0,13.0,120.0,15.0,0.8213058419243986,0.5189003436426117,0.4879725085910653,0.49140893470790376,0.044673539518900345,0.41237113402061853,0.05154639175257732,5.676753802268282,2018.0,283.0,7.610357618312838,1751.0,7.468513271496337,7.892452043520352,7.617759576608505,2021-02-01,2021,2,13,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0
303,Taliban,2021-03,269.0,269.0,218.0,122.0,102.0,100.0,21.0,130.0,18.0,0.8104089219330854,0.45353159851301117,0.379182156133829,0.37174721189591076,0.07806691449814127,0.483271375464684,0.06691449814126393,5.598421958998375,1751.0,298.0,7.468513271496337,2812.0,7.9420068084898565,7.610357618312838,7.892452043520352,2021-03-01,2021,3,14,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0
303,Taliban,2021-04,360.0,360.0,292.0,161.0,149.0,146.0,12.0,186.0,16.0,0.8111111111111111,0.44722222222222224,0.41388888888888886,0.40555555555555556,0.03333333333333333,0.5166666666666667,0.044444444444444446,5.8888779583328805,2812.0,501.0,7.9420068084898565,4882.0,8.49351506406166,7.468513271496337,7.610357618312838,2021-04-01,2021,4,15,1.25,0.0,0.0,0.0,0.0,0.0,0.0
303,Taliban,2021-05,567.0,567.0,501.0,376.0,318.0,321.0,34.0,189.0,23.0,0.8835978835978836,0.6631393298059964,0.5608465608465608,0.5661375661375662,0.059964726631393295,0.3333333333333333,0.04056437389770723,6.342121418721152,4882.0,716.0,8.49351506406166,7603.0,8.93642970360832,7.9420068084898565,7.468513271496337,2021-05-01,2021,5,16,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
303,Taliban,2021-06,675.0,675.0,574.0,391.0,265.0,348.0,43.0,239.0,45.0,0.8503703703703703,0.5792592592592593,0.3925925925925926,0.5155555555555555,0.0637037037037037,0.3540740740740741,0.06666666666666667,6.516193076042964,7603.0,893.0,8.93642970360832,8431.0,9.039789270781144,8.49351506406166,7.9420068084898565,2021-06-01,2021,6,17,1.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0
303,Taliban,2021-07,2000.0,2000.0,1717.0,1106.0,663.0,990.0,116.0,771.0,123.0,0.8585,0.553,0.3315,0.495,0.058,0.3855,0.0615,7.601402334583733,8431.0,829.0,9.039789270781144,4899.0,8.496990484098719,8.93642970360832,8.49351506406166,2021-07-01,2021,7,18,1.5,0.0,0.0,0.0,1.0,0.0,0.0
303,Taliban,2021-08,199.0,199.0,163.0,110.0,69.0,101.0,16.0,71.0,11.0,0.8190954773869347,0.5527638190954773,0.34673366834170855,0.507537688442211,0.08040201005025126,0.35678391959798994,0.05527638190954774,5.298317366548036,4899.0,439.0,8.496990484098719,508.0,6.2324480165505225,9.039789270781144,8.93642970360832,2021-08-01,2021,8,19,1.5833333333333333,1.0,0.0,0.0,0.0,1.0,0.0
303,Taliban,2021-09,2262.0,2262.0,1673.0,1001.0,691.0,679.0,261.0,1049.0,273.0,0.7396109637488948,0.4425287356321839,0.30548187444739167,0.3001768346595933,0.11538461538461539,0.46374889478337755,0.1206896551724138,7.724446645633537,508.0,44.0,6.2324480165505225,89.0,4.499809670330265,8.496990484098719,9.039789270781144,2021-09-01,2021,9,20,1.6666666666666667,0.0,1.0,0.0,0.0,1.0,0.0
